orange/orange_1,This is an orange
orange/orange_1,This is an orange
orange/orange_1,This is an orange
orange/orange_1,This is an orange
orange/orange_1,An orange orange
orange/orange_1,this is an orange
orange/orange_1,This is an orange
orange/orange_1,This is an orange
orange/orange_1,This is a picture of an orange
orange/orange_1,This is an orange
orange/orange_1,This looks like a grapefruit
orange/orange_1,This is a orange color tamato
orange/orange_1,This is an orange
orange/orange_1,This is an orange
banana/banana_4,This is a plantain
banana/banana_4,This is a yellow banana laying on its side
banana/banana_4,This is a banana, lying on its side
banana/banana_4,This is a green banana
banana/banana_4,A green banana
banana/banana_4,This is a banana
banana/banana_4,This is a plaintain  It is almost ripe and it is laying on its side
banana/banana_4,This is a banana or plantain
banana/banana_4,This is a banana
banana/banana_4,This is a yellow banana
banana/banana_4,This is a yellow banana
banana/banana_4,This is a banana that is still green as it is not yet ripe
banana/banana_4,This is a green color banana
banana/banana_4,A green banana or plantain with dark spots
orange/orange_2,orange
orange/orange_2,This object is round, yellow and waxy
orange/orange_2,This looks like a yellow spherical fruit
orange/orange_2,This is a yellow apple
orange/orange_2,A yellow apple
orange/orange_2,This is an apple
orange/orange_2,This is an orange
orange/orange_2,This is a Yellow color tomato
orange/orange_2,It is an orange
orange/orange_2,This is an orange
orange/orange_2,This is a yellow apple
orange/orange_2,This is a lemon
orange/orange_2,This might be an apple
orange/orange_2,This is a yellow lemon
cuboid/cuboid_4,This is a blue block
cuboid/cuboid_4,This is a blue rectangular cube
cuboid/cuboid_4,This is a blue rectangle
cuboid/cuboid_4,A long blue rectangular block
cuboid/cuboid_4,A solid blue cuboid
cuboid/cuboid_4,This is a blue rectangle
cuboid/cuboid_4,This is a blue cuboid
cuboid/cuboid_4,This is a blue color rectangle shape
cuboid/cuboid_4,This is a blue rectangular block with 6 sides
cuboid/cuboid_4,This is a blue, rectangular prism
cuboid/cuboid_4,A rectangle is a quadrilateral with four right angles
cuboid/cuboid_4,A blue rectangular shape
cuboid/cuboid_4,This is a blue rectangular shape
cuboid/cuboid_4,This is long blue block
orange/orange_3,This is an orange
orange/orange_3,This is an orange
orange/orange_3,This is an orange
orange/orange_3,This is a picture of an orange
orange/orange_3,This is a navel orange
orange/orange_3,This is an orange
orange/orange_3,A picture of a yellow orange
orange/orange_3,This is a orange
orange/orange_3,This is an orange
orange/orange_3,thi is an orange
orange/orange_3,An orange orange
orange/orange_3,This is a round orange
orange/orange_3,This is an orange
orange/orange_3,This is a Orange color, Orage
banana/banana_2,This is a banana This is a picture of a fruit The picture is of a yellow banana The yellow banana is pictured
banana/banana_2,This is a banana
banana/banana_2,This is a banana
banana/banana_2,banana
banana/banana_2,A ripe yellow banana
banana/banana_2,This is an banana lying on its side
banana/banana_2,A banana on its side
banana/banana_2,This is a yellow banana
banana/banana_2,This is a banana laying on its side
banana/banana_2,This is a yellow banana
banana/banana_2,This is a banana
banana/banana_2,This is a banana lying on its side
banana/banana_2,This is a banana
banana/banana_2,This is a Yellow color banana
orange/orange_4,This is a picture of an orange
orange/orange_4,This is an orange
orange/orange_4,This is an orange
orange/orange_4,This is an orange that isnt quite ripe
orange/orange_4,This is an orange
orange/orange_4,This is an orange
orange/orange_4,This is an orange
orange/orange_4,This is an orange
orange/orange_4,This is an orange
orange/orange_4,This is an orange
orange/orange_4,This is a big orange
orange/orange_4,This is an orange
orange/orange_4,An orange orange
cuboid/cuboid_3,This is a red rectangular prism
cuboid/cuboid_3,This is a rectangle that is red
cuboid/cuboid_3,This is a red cube
cuboid/cuboid_3,This is a red rectangular block
cuboid/cuboid_3,This is a red block
cuboid/cuboid_3,This is a red cuboid
cuboid/cuboid_3,This is a red rectangular block
cuboid/cuboid_3,This is a red rectangular cube
cuboid/cuboid_3,This is a red rectangular solid
cuboid/cuboid_3,A long red rectangular block
cuboid/cuboid_3,This is a red rectangle block
cuboid/cuboid_3,This is a red color, Rectangle shape
cuboid/cuboid_3,This is a red cube  It looks like i could be a stick of butter that has been edited in photoshop
cuboid/cuboid_3,The object is red and rectangular, and is pictured from several angles
cuboid/cuboid_1,This is a Yellow color, rectangle shape 
cuboid/cuboid_1,This is a stick or yellow marginan
cuboid/cuboid_1,This is a yellow block
cuboid/cuboid_1,A long yellow rectangular block
cuboid/cuboid_1,This is a yellow prism
cuboid/cuboid_1,This is a yellow rectangular box
cuboid/cuboid_1,This is a yellow block
cuboid/cuboid_1,This is a yellow rectangular shaped item
cuboid/cuboid_1,This is a yellow, rectangular prism
cuboid/cuboid_1,This is a yellow rectangular block with 6 sides
cuboid/cuboid_1,This is a yellow rectangular solid
cuboid/cuboid_1,This is a yellow rectangular prism
cuboid/cuboid_1,This is a 3d rectangle
cuboid/cuboid_1,This is a yellow rectangular cube
banana/banana_3,This is a banana
