orange/orange_1,THIS IS ORANGE
orange/orange_1,yellow orange
orange/orange_1,THIS IS A ORANGE
orange/orange_1,This is aa tangerine
orange/orange_1,This is an orange object
orange/orange_1,this is a orange
orange/orange_1,This is a Orange color, Orage
orange/orange_1,A round orange
orange/orange_1,This is an orange
orange/orange_1,This is an orange
orange/orange_1,This is an orange This is a fruit
orange/orange_1,THIS IS A ORANE
orange/orange_1,This is a bruised piece of fruit It is orangish-yellow in color It appears jagged around the edges
orange/orange_1,This is an orange
banana/banana_4,This is a green banana
banana/banana_4,This is a banana, lying flat It has a little bit of brown on the edge of the peel, but it is mostly yellow It is ripe for eating
banana/banana_4,This is a Green colour banana
banana/banana_4,A yellow banana
banana/banana_4,this is a banana
banana/banana_4,A PICTURE IS GREEN BANANA
banana/banana_4,This is a banana
banana/banana_4,This is a banana
banana/banana_4,This is a banana, lying on its side
banana/banana_4,This is a Yellow color, banana
banana/banana_4,This is a stale banana
banana/banana_4,A green banana An unripe banana
banana/banana_4,A picture of a banana laying on its side
banana/banana_4,This is a frozen bananna
orange/orange_2,This is an orange
orange/orange_2,This is an orange
orange/orange_2,THIS IS A ORANGE
orange/orange_2,This is a lemon
orange/orange_2,THIS IS A ORANGE
orange/orange_2,this is an orange
orange/orange_2,This is a yellow fruit or vegetable
orange/orange_2,this is a fruit yellow orange
orange/orange_2,This is a yellow color, mosambi
orange/orange_2,A yellow tomatoe
orange/orange_2,This is an orange
orange/orange_2,This is an orange
orange/orange_2,This is a frozen apple
orange/orange_2,This is a lemon
cuboid/cuboid_4,This is a plastic qube
cuboid/cuboid_4,This is a blue rectangular block
cuboid/cuboid_4,a picture is cuboid
cuboid/cuboid_4,This is a blue color rectangle shape
cuboid/cuboid_4,This is a blue cube in different positions
cuboid/cuboid_4,A picture of a blue colour cuboid shape
cuboid/cuboid_4,THAT IS A BLUE CUBOID
cuboid/cuboid_4,This rectangle is made of blue clay
cuboid/cuboid_4,THIS IS A CUBOID
cuboid/cuboid_4,This is a rectangle shaped block
cuboid/cuboid_4,a pictureof a blue rectangle
cuboid/cuboid_4,A blue rectangular kids toy
