orange/orange_1,this is a tomato
orange/orange_1,This is an orange citrus fruit
orange/orange_1,yellow color globular structures
orange/orange_1,THIS IS A TAMATO
orange/orange_1,This is a small orange such as a clementine
orange/orange_1,This is a picture of an orange
orange/orange_1,this is a fruit
orange/orange_1,This is a ripe orange
orange/orange_1,This is a tangerine
orange/orange_1,this is an orange
orange/orange_1,This is an orange
orange/orange_1,It is an orange
orange/orange_1,this is a orange
orange/orange_1,This is a lemon The lemon is yellow There are 4 photos of lemon The background is black
banana/banana_4,This looks like a under riped banana
banana/banana_4,this is a banana
banana/banana_4,This is a banana The banana is yello green in color The banana is laying on its side The background is black
banana/banana_4,This is a banana
banana/banana_4,This is a picture of a banana
banana/banana_4,This is a green banana
banana/banana_4,this is a banana
banana/banana_4,This is a banana
banana/banana_4,This is a banana
banana/banana_4,it is green banana
banana/banana_4,It is a banana
banana/banana_4,THIS IS A BANANA
banana/banana_4,This is a green banana that is not yet ripe
banana/banana_4,A yellowish green banana laying on its side
orange/orange_2,This is a fruit It is an orange It is a citrus fruit The orange is normal in size
orange/orange_2,It is a yellow tomato
orange/orange_2,This is a mosambi fruit
orange/orange_2,This is an orange
orange/orange_2,it is a yellow spherical food item
orange/orange_2,it seems like pear
orange/orange_2,This is a picture of an apple
orange/orange_2,This is an orange
orange/orange_2,This is an orange
orange/orange_2,This is an apple
orange/orange_2,this is a orange
orange/orange_2,This is a picture of a lemon
orange/orange_2,this is a yellow fruit
orange/orange_2,THIS IS A PEAR FRUIT
cuboid/cuboid_4,It is a blue rectangle on its long side
cuboid/cuboid_4,This is a blue, rectangular children's toy
cuboid/cuboid_4,A large blue  square It is  even on all sides 
cuboid/cuboid_4,This is a blue cube
cuboid/cuboid_4,this is a cube
cuboid/cuboid_4,This is a blue rectangle
cuboid/cuboid_4,this is a blue coloured cuboid
cuboid/cuboid_4,This is  blue box
cuboid/cuboid_4,This is a Cube
cuboid/cuboid_4,THIS IS CUBOID SHAPE AND BLUE COLOUR
cuboid/cuboid_4,This is blue
cuboid/cuboid_4,This is a blue rectangular block, standing on one end and then laying on it's long side
cuboid/cuboid_4,This is a blue, rectangular bar of soap It is lying in a puddle of water
cuboid/cuboid_4,This is a blue rectangle
orange/orange_3,THIS IS A ORANGE
orange/orange_3,It is a brigtly colored orange
orange/orange_3,This is an orange
orange/orange_3,this is a orange
orange/orange_3,This is a picture of an orange
orange/orange_3,This is an orange It is round
orange/orange_3,This is an orange
orange/orange_3,This is an orange A cropped picture of oranges There are 4 photos of oranges The black border is irregular
orange/orange_3,This is a picture of an orange
orange/orange_3,this is an yellow color fruit
orange/orange_3,This is an orange
orange/orange_3,This is an orange
orange/orange_3,it seems like orange
orange/orange_3,
banana/banana_2,It's a banana
banana/banana_2,This is a banana The banana is yellow in color The banana is laying on its side The background is black
banana/banana_2,This is a bananna
banana/banana_2,This is a banana
banana/banana_2,this is a yellow coloured banana
banana/banana_2,this is a banana
banana/banana_2,This is a banana It is mostly yellow but a little green It is almost completely ripe
banana/banana_2,This is a banana
banana/banana_2,This is a banana
banana/banana_2,a picture of yellow banana
banana/banana_2,THIS IS A BANANA
banana/banana_2,This is a picture of a banana
banana/banana_2,This is a perfectly ripe unblemished banana
banana/banana_2,This is a banana
orange/orange_4,THIS IS A MANGO
orange/orange_4,This is a fruit It is an orange The orange fruit is colored orange It is rich in vitamin C
orange/orange_4,a picture of yellow fruit
orange/orange_4,This is an orange
orange/orange_4,This is a orange
orange/orange_4,It is an orange
orange/orange_4,This is a picture of lemon
orange/orange_4,It is an orange
orange/orange_4,it is a lemon
orange/orange_4,This is an orange
orange/orange_4,This is a picture of a lemon
orange/orange_4,this is a orange
orange/orange_4,This is a navel orange
orange/orange_4,Globular shaped fruits with reddish yellow color
cuboid/cuboid_3,This is a red rectangular block
cuboid/cuboid_3,This is a red block that is in the shape of a rectangle
cuboid/cuboid_3,This is a red, rectangular shaped child's toy
cuboid/cuboid_3,A red, rectangular building block
cuboid/cuboid_3,this is a red rectangular box
cuboid/cuboid_3,this is a cube
cuboid/cuboid_3,This is red
cuboid/cuboid_3,This is a picture of a red block
cuboid/cuboid_3,This is a red cuboid
cuboid/cuboid_3,it id a cuboid
cuboid/cuboid_3,This is a red rectangle
cuboid/cuboid_3,THIS IS CUBOID SHAPE AND RED COLOUR
cuboid/cuboid_3,This is a red rectangle
cuboid/cuboid_3,This is a block The block is red The block is rectangular in shape The block is laying on its sides
cuboid/cuboid_1,A yellow rectangular block
cuboid/cuboid_1,THIS IS CUBOID SHAPE AND YELLOW COLOUR
cuboid/cuboid_1,This is a block The block is yellow The background is black The yellow block is laying on its side
cuboid/cuboid_1,This is a rectangular block
cuboid/cuboid_1,This is a picture of a yellow cube
cuboid/cuboid_1,this is a yellow rectangular box
cuboid/cuboid_1,This is a yellow, rectangular shaped child's toy
cuboid/cuboid_1,it is a cuboid
cuboid/cuboid_1,This is yellow
cuboid/cuboid_1,It is a yellow rectangular block
cuboid/cuboid_1,This is a yellow rectangle
cuboid/cuboid_1,This is a yellow colored block
cuboid/cuboid_1,This is a yellow rectangular block
cuboid/cuboid_1,this is a yellow cube
banana/banana_3,This is a yellow banana
banana/banana_3,this is a banana
banana/banana_3,This is a banana
banana/banana_3,This is a yellow bananna
banana/banana_3,it is banana
banana/banana_3,This is a yellow banana
banana/banana_3,This is a yellow banana
banana/banana_3,This is a banana
banana/banana_3,This is a picture of a banana
banana/banana_3,this is a banana
banana/banana_3,This is a banana
banana/banana_3,this is a yellow fruit
banana/banana_3,THIS IS A BANANA
banana/banana_3,This is a banana The banana is yellow in color The banana is laying on its side The background is black
cuboid/cuboid_2,This is a green rectangle
cuboid/cuboid_2,it is a green coloured cuboid
cuboid/cuboid_2,This is a green rectangular object
cuboid/cuboid_2,this is a cube
cuboid/cuboid_2,This is a green rectangular block
cuboid/cuboid_2,THIS IS CUBOID SHAPE AND GREEN COLOUR
cuboid/cuboid_2,This is a block The block is green The background is black The green block is laying on its side
cuboid/cuboid_2,This is a picture of a green cube
cuboid/cuboid_2,A green, rectangular block
cuboid/cuboid_2,this is green
cuboid/cuboid_2,This is a green rectangular block
cuboid/cuboid_2,this is a green rectangular box
cuboid/cuboid_2,This is a green, rectangular-shaped child's toy
cuboid/cuboid_2,Long rectangular blocks with cute green color
banana/banana_1,This is a banana
banana/banana_1,This is a picture of a banana
banana/banana_1,This is a banana
banana/banana_1,This is a banana
banana/banana_1,This is a banana
banana/banana_1,This is a banana
banana/banana_1,This is a banana
banana/banana_1,This is a yellow banana lying on its side
banana/banana_1,This is a banana
banana/banana_1,it is a banana
banana/banana_1,A yellow banana
banana/banana_1,a picture of banana
banana/banana_1,THIS IS A BANANA
banana/banana_1,This is a banana The banana is yellow in color The banana is laying on its side The background is black
tomato/tomato_1,A red ball sitting still
tomato/tomato_1,This is a red, spherical ball
tomato/tomato_1,This is a red circle
tomato/tomato_1,This is a tomato A tomatos is a fruit, not a vegetable The tomato is color red You can mix this in salads
tomato/tomato_1,this is a tomato
tomato/tomato_1,This is a small red tomato
tomato/tomato_1,This is a red plum tomato
tomato/tomato_1,This is a tomato
tomato/tomato_1,THIS IS A TAMATO
tomato/tomato_1,this is a red tomato
tomato/tomato_1,This is a red tomato
tomato/tomato_1,This is a picture of a tomato
tomato/tomato_1,This is a tiny tomato
tomato/tomato_1,It is a bright red cherry tomato
corn/corn_4,Long multiple fruit with pale yellow color
corn/corn_4,This is an ear of corn The husk has been removed, so the kernels are visible
corn/corn_4,this is a corn
corn/corn_4,This is a picture of sweetcorn on its side
corn/corn_4,This is an ear of corn
corn/corn_4,THIS  IS A CORN
corn/corn_4,This is a corn The corn is color yellow Corn is a rich source of carbohydrates Corn is a rich source of energy
corn/corn_4,this is a corn
corn/corn_4,It is corn
corn/corn_4,it is a corn
corn/corn_4,This is sweet corn laying on its side
corn/corn_4,A corn lying on ground
corn/corn_4,This is a picture of corn
corn/corn_4,This is sweet corn
tomato/tomato_2,This is a picture of a tomato
tomato/tomato_2,THIS IS A TAMATO
tomato/tomato_2,A picture of a grape tomato
tomato/tomato_2,This is a red tomato
tomato/tomato_2,This is a picture of a tomato
tomato/tomato_2,this is a tomatoe
tomato/tomato_2,a picture of red vegetable
tomato/tomato_2,its a tomato
tomato/tomato_2,This is a tomato
tomato/tomato_2,A red bob shaped object
tomato/tomato_2,This is a tomato A tomatos is a fruit, not a vegetable The tomato is color red You can mix this in salads
tomato/tomato_2,This is red
tomato/tomato_2,This is a red tomato
tomato/tomato_2,This is a red roma tomato
lemon/lemon_4,It is a yellow lemon
lemon/lemon_4,it seems like a lemon
lemon/lemon_4,This is a lemon
lemon/lemon_4,This is a bright, yellow lemon
lemon/lemon_4,This is a lemon
lemon/lemon_4,A picture of yellow globular fruit
lemon/lemon_4,This is a picture of a lemon
lemon/lemon_4,this is a lime
lemon/lemon_4,This is a lemon The lemon is yellow There are 4 photos of lemon The background is black
lemon/lemon_4,THIS IS A MANGO
lemon/lemon_4,this is a yellow fruit, lying on ground
lemon/lemon_4,This is a lemon
lemon/lemon_4,this is lemon
lemon/lemon_4,This is a lemon
tomato/tomato_3,A bright red tomato
tomato/tomato_3,this is a tomato
tomato/tomato_3,This is a picture of a tomato
tomato/tomato_3,it is tomato
tomato/tomato_3,THIS IS A TAMATO
tomato/tomato_3,This is a round red apple
tomato/tomato_3,this is a tomato
tomato/tomato_3,This is a picture of a tomato
tomato/tomato_3,This is a bright red tomato
tomato/tomato_3,This is a bright red tomato
tomato/tomato_3,This is a tomato
tomato/tomato_3,This is a tomato A tomatos is a fruit, not a vegetable The tomato is color red You can mix this in salads
tomato/tomato_3,this is a tomatoe
tomato/tomato_3,This is a ripe tomato  It is sitting upright and has a few small indentations but looks good enought to eat
corn/corn_2,This is a picture of sweetcorn on its side
corn/corn_2,This is white corn laying on it's side
corn/corn_2,This is an ear of corn
corn/corn_2,A shucked, light colored ear of corn
corn/corn_2,this is a maize
corn/corn_2,This is an ear of white sweet corn
corn/corn_2,THIS  IS A CORN
corn/corn_2,This is an ear of white corn
